"name","stockcode","percentage","size","standard_drinks","special","package","package_size","total_price","unit_price","cost_per_standard"
Adnams Broadside Strong Original 500mL,"906100",6.3,500.0,2.5,false,bottle,1,7.79,7.79,3.12
Adnams Broadside Strong Original 500mL,"906100",6.3,500.0,2.5,false,case,12,62.99,5.25,2.1
Theakstons Old Peculier 500mL,"906138",5.6,500.0,2.2,false,bottle,1,10.99,10.99,5.0
Theakstons Old Peculier 500mL,"906138",5.6,500.0,2.2,false,case,8,70.99,8.87,4.03
La Chouffe Ale 750mL,"907085",8.0,750.0,4.7,true,bottle,1,25.0,25.0,5.32
La Chouffe Ale 750mL,"907085",8.0,750.0,4.7,false,bottle,1,17.99,17.99,3.83
La Chouffe Ale 750mL,"907085",8.0,750.0,4.7,false,case,12,142.99,11.92,2.54
Tsingtao Premium Lager Bottles 330mL,"907131",4.5,330.0,1.2,false,bottle,1,5.49,5.49,4.58
Tsingtao Premium Lager Bottles 330mL,"907131",4.5,330.0,1.2,false,pack,6,20.49,3.41,2.85
Tsingtao Premium Lager Bottles 330mL,"907131",4.5,330.0,1.2,true,case,24,53.9,2.25,1.87
Tsingtao Premium Lager Bottles 330mL,"907131",4.5,330.0,1.2,false,case,24,59.99,2.5,2.08
Hahn Super Dry Lager Bottle 330mL,"907220",4.6,330.0,1.2,false,bottle,1,5.49,5.49,4.58
Hahn Super Dry Lager Bottle 330mL,"907220",4.6,330.0,1.2,false,pack,6,22.99,3.83,3.19
Hahn Super Dry Lager Bottle 330mL,"907220",4.6,330.0,1.2,true,case,24,52.0,2.17,1.81
Hahn Super Dry Lager Bottle 330mL,"907220",4.6,330.0,1.2,false,case,24,56.99,2.37,1.98
Tui East India Pale Ale 330mL,"907708",4.0,330.0,1.0,false,bottle,1,2.05,2.05,2.05
Tui East India Pale Ale 330mL,"907708",4.0,330.0,1.0,false,pack,6,13.3,2.22,2.22
Tui East India Pale Ale 330mL,"907708",4.0,330.0,1.0,false,case,24,43.5,1.81,1.81
Menabrea Birra Bottle 330mL,"908534",4.8,330.0,1.3,false,bottle,1,5.99,5.99,4.61
Menabrea Birra Bottle 330mL,"908534",4.8,330.0,1.3,false,pack,6,27.99,4.67,3.59
Menabrea Birra Bottle 330mL,"908534",4.8,330.0,1.3,false,case,24,85.99,3.58,2.76
Lucky Buddha Beer Bottles 330mL,"908599",4.8,330.0,1.3,false,bottle,1,4.19,4.19,3.22
Lucky Buddha Beer Bottles 330mL,"908599",4.8,330.0,1.3,true,pack,6,19.0,3.17,2.44
Lucky Buddha Beer Bottles 330mL,"908599",4.8,330.0,1.3,false,pack,6,21.99,3.66,2.82
Lucky Buddha Beer Bottles 330mL,"908599",4.8,330.0,1.3,true,case,12,72.0,6.0,4.62
Lucky Buddha Beer Bottles 330mL,"908599",4.8,330.0,1.3,false,case,12,37.99,3.17,2.44
Erdinger Kristall Weißbier Bottles 500mL,"908872",5.3,500.0,2.1,false,bottle,1,9.99,9.99,4.76
Erdinger Kristall Weißbier Bottles 500mL,"908872",5.3,500.0,2.1,false,case,12,79.99,6.67,3.17
Wakachangi Premium Lager Cans 330mL,"910067",5.0,330.0,1.3,false,bottle,1,4.49,4.49,3.45
Wakachangi Premium Lager Cans 330mL,"910067",5.0,330.0,1.3,true,pack,6,17.0,2.83,2.18
Wakachangi Premium Lager Cans 330mL,"910067",5.0,330.0,1.3,false,pack,6,19.99,3.33,2.56
Wakachangi Premium Lager Cans 330mL,"910067",5.0,330.0,1.3,false,case,24,58.99,2.46,1.89
Coopers Dry 3.5 Lager Cans 6X375mL,"910427",3.5,375.0,1.0,false,bottle,1,4.59,4.59,4.59
Coopers Dry 3.5 Lager Cans 6X375mL,"910427",3.5,375.0,1.0,true,pack,6,15.0,2.5,2.5
Coopers Dry 3.5 Lager Cans 6X375mL,"910427",3.5,375.0,1.0,false,pack,6,24.99,4.17,4.17
Coopers Dry 3.5 Lager Cans 6X375mL,"910427",3.5,375.0,1.0,false,case,24,55.99,2.33,2.33
XXXX Ultra Zero Carb Bottles 6X330mL,"910435",3.8,330.0,1.0,false,bottle,1,4.49,4.49,4.49
XXXX Ultra Zero Carb Bottles 6X330mL,"910435",3.8,330.0,1.0,true,pack,6,18.0,3.0,3.0
XXXX Ultra Zero Carb Bottles 6X330mL,"910435",3.8,330.0,1.0,false,pack,6,20.49,3.41,3.41
XXXX Ultra Zero Carb Bottles 6X330mL,"910435",3.8,330.0,1.0,true,case,24,49.0,2.04,2.04
XXXX Ultra Zero Carb Bottles 6X330mL,"910435",3.8,330.0,1.0,false,case,24,49.99,2.08,2.08
Byron Bay Ultra Zero Carb Bottles 6X330mL,"910436",3.5,330.0,0.9,false,bottle,1,4.49,4.49,4.99
Byron Bay Ultra Zero Carb Bottles 6X330mL,"910436",3.5,330.0,0.9,true,pack,6,18.0,3.0,3.33
Byron Bay Ultra Zero Carb Bottles 6X330mL,"910436",3.5,330.0,0.9,false,pack,6,21.49,3.58,3.98
Byron Bay Ultra Zero Carb Bottles 6X330mL,"910436",3.5,330.0,0.9,true,case,24,55.9,2.33,2.59
Byron Bay Ultra Zero Carb Bottles 6X330mL,"910436",3.5,330.0,0.9,false,case,24,55.99,2.33,2.59
Kilkenny Draught Irish Ale Cans 6X470M,"910438",4.3,470.0,1.59,false,bottle,1,6.99,6.99,4.4
Kilkenny Draught Irish Ale Cans 6X470M,"910438",4.3,470.0,1.59,false,pack,6,22.95,3.83,2.41
Kilkenny Draught Irish Ale Cans 6X470M,"910438",4.3,470.0,1.59,false,case,24,91.8,3.83,2.41
Matsos Lower Sugar Ginger Beer Bottles  6X330mL,"910446",3.5,330.0,0.9,false,bottle,1,5.69,5.69,6.32
Matsos Lower Sugar Ginger Beer Bottles  6X330mL,"910446",3.5,330.0,0.9,false,pack,6,30.49,5.08,5.65
Matsos Lower Sugar Ginger Beer Bottles  6X330mL,"910446",3.5,330.0,0.9,true,case,24,85.0,3.54,3.94
Matsos Lower Sugar Ginger Beer Bottles  6X330mL,"910446",3.5,330.0,0.9,false,case,24,93.99,3.92,4.35
Guinness Draught Stout Cans 6X470mL,"910514",4.2,470.0,1.6,false,bottle,1,6.49,6.49,4.06
Guinness Draught Stout Cans 6X470mL,"910514",4.2,470.0,1.6,true,pack,6,25.0,4.17,2.6
Guinness Draught Stout Cans 6X470mL,"910514",4.2,470.0,1.6,false,pack,6,28.49,4.75,2.97
Guinness Draught Stout Cans 6X470mL,"910514",4.2,470.0,1.6,true,case,24,86.9,3.62,2.26
Guinness Draught Stout Cans 6X470mL,"910514",4.2,470.0,1.6,false,case,24,90.99,3.79,2.37
Coors Lager Cans 6X355mL,"910762",4.2,355.0,1.2,false,bottle,1,4.49,4.49,3.74
Coors Lager Cans 6X355mL,"910762",4.2,355.0,1.2,false,pack,6,21.49,3.58,2.98
Coors Lager Cans 6X355mL,"910762",4.2,355.0,1.2,false,case,24,57.99,2.42,2.01
Sydney Beer Co 3.5 Lager Bottle 330mL,"911451",3.5,330.0,0.9,false,bottle,1,4.49,4.49,4.99
Sydney Beer Co 3.5 Lager Bottle 330mL,"911451",3.5,330.0,0.9,false,pack,6,18.99,3.16,3.52
Sydney Beer Co 3.5 Lager Bottle 330mL,"911451",3.5,330.0,0.9,false,case,24,58.99,2.46,2.73
Wrexham Lager 4.0 Bottles 6X330mL,"911640",4.0,330.0,1.0,false,bottle,1,4.99,4.99,4.99
Wrexham Lager 4.0 Bottles 6X330mL,"911640",4.0,330.0,1.0,false,pack,6,24.99,4.17,4.17
Wrexham Lager 4.0 Bottles 6X330mL,"911640",4.0,330.0,1.0,false,case,24,74.99,3.12,3.12
White Bay Midway Pale Ale Cans 4X4X375mL,"911644",3.5,375.0,1.0,false,bottle,1,5.49,5.49,5.49
White Bay Midway Pale Ale Cans 4X4X375mL,"911644",3.5,375.0,1.0,false,pack,4,18.49,4.62,4.62
White Bay Midway Pale Ale Cans 4X4X375mL,"911644",3.5,375.0,1.0,false,case,16,58.99,3.69,3.69
Travla Full Strength Lager Cans 6X375mL,"911661",4.2,375.0,1.2,false,bottle,1,4.49,4.49,3.74
Travla Full Strength Lager Cans 6X375mL,"911661",4.2,375.0,1.2,false,pack,6,20.99,3.5,2.92
Travla Full Strength Lager Cans 6X375mL,"911661",4.2,375.0,1.2,false,case,24,62.99,2.62,2.19
Heineken Lager Silver Bottles  330mL,"911712",4.0,330.0,1.0,false,bottle,1,4.99,4.99,4.99
Heineken Lager Silver Bottles  330mL,"911712",4.0,330.0,1.0,true,pack,6,19.0,3.17,3.17
Heineken Lager Silver Bottles  330mL,"911712",4.0,330.0,1.0,false,pack,6,21.99,3.66,3.66
Heineken Lager Silver Bottles  330mL,"911712",4.0,330.0,1.0,true,case,24,51.9,2.16,2.16
Heineken Lager Silver Bottles  330mL,"911712",4.0,330.0,1.0,false,case,24,53.99,2.25,2.25
White Bay Extra Pale Lager Cans 4X4X375mL,"911732",4.0,375.0,1.2,false,bottle,1,5.49,5.49,4.58
White Bay Extra Pale Lager Cans 4X4X375mL,"911732",4.0,375.0,1.2,true,pack,4,16.0,4.0,3.33
White Bay Extra Pale Lager Cans 4X4X375mL,"911732",4.0,375.0,1.2,false,pack,4,19.49,4.87,4.06
White Bay Extra Pale Lager Cans 4X4X375mL,"911732",4.0,375.0,1.2,true,case,16,55.0,3.44,2.86
White Bay Extra Pale Lager Cans 4X4X375mL,"911732",4.0,375.0,1.2,false,case,16,61.99,3.87,3.23
Carlton Dry Ultra Low Carb Bottles 6X330mL,"911739",4.2,330.0,1.1,false,bottle,1,4.99,4.99,4.54
Carlton Dry Ultra Low Carb Bottles 6X330mL,"911739",4.2,330.0,1.1,false,pack,6,21.49,3.58,3.26
Carlton Dry Ultra Low Carb Bottles 6X330mL,"911739",4.2,330.0,1.1,false,case,24,55.99,2.33,2.12
Tooheys Ultra Zero Carb Bottles  6X330mL,"911759",4.2,330.0,1.1,false,bottle,1,4.99,4.99,4.54
Tooheys Ultra Zero Carb Bottles  6X330mL,"911759",4.2,330.0,1.1,true,pack,6,19.0,3.17,2.88
Tooheys Ultra Zero Carb Bottles  6X330mL,"911759",4.2,330.0,1.1,false,pack,6,22.49,3.75,3.41
Tooheys Ultra Zero Carb Bottles  6X330mL,"911759",4.2,330.0,1.1,false,case,24,55.99,2.33,2.12
White Bay Hazy Pale Ale Cans 4X4X375mL,"911763",4.5,375.0,1.3,false,bottle,1,6.49,6.49,4.99
White Bay Hazy Pale Ale Cans 4X4X375mL,"911763",4.5,375.0,1.3,false,pack,4,20.59,5.15,3.96
White Bay Hazy Pale Ale Cans 4X4X375mL,"911763",4.5,375.0,1.3,false,case,16,64.99,4.06,3.12
White Bay Czech Pilsner Cans 375mL,"911812",5.0,375.0,1.5,false,bottle,1,7.49,7.49,4.99
White Bay Czech Pilsner Cans 375mL,"911812",5.0,375.0,1.5,false,pack,4,24.49,6.12,4.08
White Bay Czech Pilsner Cans 375mL,"911812",5.0,375.0,1.5,false,case,16,77.99,4.87,3.25
Mythos Hellenic Lager 330mL,"912029",5.0,330.0,1.3,false,bottle,1,5.49,5.49,4.22
Mythos Hellenic Lager 330mL,"912029",5.0,330.0,1.3,false,pack,6,23.49,3.91,3.01
Mythos Hellenic Lager 330mL,"912029",5.0,330.0,1.3,false,case,24,62.99,2.62,2.02
Efes Pilsener Bottles 330mL,"912064",5.0,330.0,1.3,false,bottle,1,3.49,3.49,2.68
Efes Pilsener Bottles 330mL,"912064",5.0,330.0,1.3,false,pack,6,18.99,3.16,2.43
Efes Pilsener Bottles 330mL,"912064",5.0,330.0,1.3,false,case,24,56.99,2.37,1.83
Fellr Ginger Beer Cans 6X330mL,"913692",4.0,330.0,1.0,false,bottle,1,5.49,5.49,5.49
Fellr Ginger Beer Cans 6X330mL,"913692",4.0,330.0,1.0,true,pack,6,25.0,4.17,4.17
Fellr Ginger Beer Cans 6X330mL,"913692",4.0,330.0,1.0,false,pack,6,29.49,4.92,4.92
Fellr Ginger Beer Cans 6X330mL,"913692",4.0,330.0,1.0,false,case,24,88.99,3.71,3.71
Travla Mid Strength Lager Cans 6X375mL,"913723",3.5,375.0,1.04,false,bottle,1,4.49,4.49,4.32
Travla Mid Strength Lager Cans 6X375mL,"913723",3.5,375.0,1.04,false,pack,6,18.99,3.16,3.04
Travla Mid Strength Lager Cans 6X375mL,"913723",3.5,375.0,1.04,true,case,24,49.95,2.08,2.0
Travla Mid Strength Lager Cans 6X375mL,"913723",3.5,375.0,1.04,false,case,24,57.99,2.42,2.32
Estrella Damm Lager Bottle 330mL,"913828",4.6,330.0,1.2,false,bottle,1,4.49,4.49,3.74
Estrella Damm Lager Bottle 330mL,"913828",4.6,330.0,1.2,false,pack,6,25.49,4.25,3.54
Estrella Damm Lager Bottle 330mL,"913828",4.6,330.0,1.2,false,case,24,67.99,2.83,2.36
Tooheys Extra Dry Bottles 696mL,"916071",4.4,696.0,2.4,false,bottle,1,7.69,7.69,3.2
Tooheys Extra Dry Bottles 696mL,"916071",4.4,696.0,2.4,false,case,12,60.99,5.08,2.12
Oettinger Pils Cans 500mL,"916901",4.7,500.0,1.85,false,bottle,1,4.99,4.99,2.7
Oettinger Pils Cans 500mL,"916901",4.7,500.0,1.85,false,pack,6,22.99,3.83,2.07
Oettinger Pils Cans 500mL,"916901",4.7,500.0,1.85,false,case,24,63.99,2.67,1.44
Cairngorm Sheepshaggers Gold Beer 500mL,"917500",4.5,500.0,1.8,false,bottle,1,10.99,10.99,6.11
Cairngorm Sheepshaggers Gold Beer 500mL,"917500",4.5,500.0,1.8,false,case,12,99.99,8.33,4.63
Shepherd Neame Spitfire Kentish Ale 500mL,"917502",4.2,500.0,1.7,true,bottle,1,20.0,20.0,11.76
Shepherd Neame Spitfire Kentish Ale 500mL,"917502",4.2,500.0,1.7,false,bottle,1,8.69,8.69,5.11
Shepherd Neame Spitfire Kentish Ale 500mL,"917502",4.2,500.0,1.7,false,case,12,56.99,4.75,2.79
Mountain Goat Yagi Pale Ale Cans 6x375mL,"918415",5.0,375.0,1.5,false,bottle,1,5.49,5.49,3.66
Mountain Goat Yagi Pale Ale Cans 6x375mL,"918415",5.0,375.0,1.5,false,pack,6,21.55,3.59,2.39
Mountain Goat Yagi Pale Ale Cans 6x375mL,"918415",5.0,375.0,1.5,false,case,18,54.1,3.01,2.0
James Squire Chef Blend Bottles 6X330mL,"920527",4.2,330.0,1.1,false,bottle,1,5.49,5.49,4.99
James Squire Chef Blend Bottles 6X330mL,"920527",4.2,330.0,1.1,false,pack,6,24.99,4.17,3.79
James Squire Chef Blend Bottles 6X330mL,"920527",4.2,330.0,1.1,false,case,24,54.99,2.29,2.08
G.O.A.T. 375mL,"92510",6.0,375.0,1.78,false,bottle,1,8.49,8.49,4.77
G.O.A.T. 375mL,"92510",6.0,375.0,1.78,true,pack,4,26.0,6.5,3.65
G.O.A.T. 375mL,"92510",6.0,375.0,1.78,false,pack,4,27.99,7.0,3.93
G.O.A.T. 375mL,"92510",6.0,375.0,1.78,false,case,16,86.99,5.44,3.05
Asahi Super Dry 3.5% 330mL Bottle,"936545",3.5,330.0,1.0,false,bottle,1,4.99,4.99,4.99
Asahi Super Dry 3.5% 330mL Bottle,"936545",3.5,330.0,1.0,true,pack,6,16.0,2.67,2.67
Asahi Super Dry 3.5% 330mL Bottle,"936545",3.5,330.0,1.0,false,pack,6,19.49,3.25,3.25
Asahi Super Dry 3.5% 330mL Bottle,"936545",3.5,330.0,1.0,false,case,24,55.99,2.33,2.33
Balter Hazy IPA Cans 375mL,"94478",6.0,375.0,1.8375,false,bottle,1,6.99,6.99,3.8
Balter Hazy IPA Cans 375mL,"94478",6.0,375.0,1.8375,true,pack,4,22.0,5.5,2.99
Balter Hazy IPA Cans 375mL,"94478",6.0,375.0,1.8375,false,pack,4,24.49,6.12,3.33
Balter Hazy IPA Cans 375mL,"94478",6.0,375.0,1.8375,false,case,16,78.99,4.94,2.69
Jervis Bay Brewing Co Bright Idea XPA Can 375mL,"95946",5.0,375.0,1.5,false,bottle,1,6.49,6.49,4.33
Jervis Bay Brewing Co Bright Idea XPA Can 375mL,"95946",5.0,375.0,1.5,false,pack,4,19.99,5.0,3.33
Jervis Bay Brewing Co Bright Idea XPA Can 375mL,"95946",5.0,375.0,1.5,false,case,16,60.99,3.81,2.54
Jervis Bay Brewing Co 11 Days Pale Ale Can 375mL,"96112",4.9,375.0,1.5,false,bottle,1,6.49,6.49,4.33
Jervis Bay Brewing Co 11 Days Pale Ale Can 375mL,"96112",4.9,375.0,1.5,false,pack,4,19.99,5.0,3.33
Jervis Bay Brewing Co 11 Days Pale Ale Can 375mL,"96112",4.9,375.0,1.5,false,case,16,60.99,3.81,2.54
Sol Cerveza Original Bottles 330mL,"96151",4.2,330.0,1.1,false,bottle,1,4.99,4.99,4.54
Sol Cerveza Original Bottles 330mL,"96151",4.2,330.0,1.1,true,pack,6,20.0,3.33,3.03
Sol Cerveza Original Bottles 330mL,"96151",4.2,330.0,1.1,false,pack,6,22.99,3.83,3.48
Sol Cerveza Original Bottles 330mL,"96151",4.2,330.0,1.1,true,case,24,55.0,2.29,2.08
Sol Cerveza Original Bottles 330mL,"96151",4.2,330.0,1.1,false,case,24,58.99,2.46,2.23
Carlton Dry Mid 3.5 6x330ml,"962206",3.5,330.0,0.9,false,bottle,1,4.99,4.99,5.54
Carlton Dry Mid 3.5 6x330ml,"962206",3.5,330.0,0.9,false,pack,6,19.49,3.25,3.61
Carlton Dry Mid 3.5 6x330ml,"962206",3.5,330.0,0.9,true,case,24,48.9,2.04,2.26
Carlton Dry Mid 3.5 6x330ml,"962206",3.5,330.0,0.9,false,case,24,52.99,2.21,2.45
Coopers Dark Ale Bottles 375mL,"96447",4.5,375.0,1.3,false,bottle,1,5.49,5.49,4.22
Coopers Dark Ale Bottles 375mL,"96447",4.5,375.0,1.3,false,pack,6,23.99,4.0,3.08
Coopers Dark Ale Bottles 375mL,"96447",4.5,375.0,1.3,false,case,24,68.49,2.85,2.2
Six String Dark Red IPA Cans 375ml,"964792",6.0,375.0,1.8,false,bottle,1,5.49,5.49,3.05
Six String Dark Red IPA Cans 375ml,"964792",6.0,375.0,1.8,false,pack,4,19.49,4.87,2.71
Six String Dark Red IPA Cans 375ml,"964792",6.0,375.0,1.8,false,case,24,89.99,3.75,2.08
Green Beacon Beddy Rays - Beddy Hayze Hazy Pale Cans 6x4x375mL,"972315",4.0,375.0,1.2,false,bottle,1,5.99,5.99,4.99
Green Beacon Beddy Rays - Beddy Hayze Hazy Pale Cans 6x4x375mL,"972315",4.0,375.0,1.2,false,pack,4,16.49,4.12,3.44
Green Beacon Beddy Rays - Beddy Hayze Hazy Pale Cans 6x4x375mL,"972315",4.0,375.0,1.2,false,case,24,85.99,3.58,2.99
Colossal Brewing Phantom NEIPA Can 375 mL,"973104",5.5,375.0,1.6,false,bottle,1,23.99,23.99,14.99
Colossal Brewing Phantom NEIPA Can 375 mL,"973104",5.5,375.0,1.6,false,case,16,65.99,4.12,2.58
White Bay Sydney Swans 150Th Lager Cans 4X4X375mL,"973105",4.0,375.0,1.2,false,bottle,1,6.49,6.49,5.41
White Bay Sydney Swans 150Th Lager Cans 4X4X375mL,"973105",4.0,375.0,1.2,false,pack,4,23.49,5.87,4.89
White Bay Sydney Swans 150Th Lager Cans 4X4X375mL,"973105",4.0,375.0,1.2,false,case,16,67.99,4.25,3.54
Asahi Super Dry Bottles 330mL,"98903",5.0,330.0,1.3,false,bottle,1,5.99,5.99,4.61
Asahi Super Dry Bottles 330mL,"98903",5.0,330.0,1.3,false,pack,6,18.95,3.16,2.43
Asahi Super Dry Bottles 330mL,"98903",5.0,330.0,1.3,false,case,24,58.95,2.46,1.89
Prickly Moses Raconteur,ER_1000003539_PMIPACAC,6.4,376.0,1.9,false,bottle,1,5.0,5.0,2.63
Prickly Moses Raconteur,ER_1000003539_PMIPACAC,6.4,376.0,1.9,false,case,24,120.0,5.0,2.63
Prickly Moses Otway Light Beer 375mL,ER_1000003539_PMLCAC,2.9,375.0,0.89,false,bottle,1,3.33,3.33,3.74
Prickly Moses Otway Light Beer 375mL,ER_1000003539_PMLCAC,2.9,375.0,0.89,false,case,24,80.0,3.33,3.75
Prickly Moses Otway Ale,ER_1000003539_PMOACAC,4.9,362.0,1.4,false,bottle,1,3.95,3.95,2.82
Prickly Moses Otway Ale,ER_1000003539_PMOACAC,4.9,362.0,1.4,false,case,24,95.0,3.96,2.83
Prickly Moses Red Ale 330mL,ER_1000003539_PMRS,5.0,330.0,1.3,false,bottle,1,3.41,3.41,2.62
Prickly Moses Red Ale 330mL,ER_1000003539_PMRS,5.0,330.0,1.3,false,case,24,82.0,3.42,2.63
Prickly Moses Summer Ale,ER_1000003539_PMSCAC,4.5,394.0,1.4,false,bottle,1,3.95,3.95,2.82
Prickly Moses Summer Ale,ER_1000003539_PMSCAC,4.5,394.0,1.4,false,case,24,95.0,3.96,2.83
Prickly Moses Spotted Ale,ER_1000003539_PMSPA,4.5,338.0,1.2,false,bottle,1,3.41,3.41,2.84
Prickly Moses Spotted Ale,ER_1000003539_PMSPA,4.5,338.0,1.2,false,case,24,82.0,3.42,2.85
Prickly Moses Summer Ale,ER_1000003539_PMSS,4.5,338.0,1.2,false,bottle,1,3.41,3.41,2.84
Prickly Moses Summer Ale,ER_1000003539_PMSS,4.5,338.0,1.2,false,case,24,82.0,3.42,2.85
Prickly Moses XPA 375mL,ER_1000003539_PMXPACAC,5.4,375.0,1.6,false,bottle,1,4.37,4.37,2.73
Prickly Moses XPA 375mL,ER_1000003539_PMXPACAC,5.4,375.0,1.6,false,case,24,105.0,4.38,2.73
Chimay Cinq Cents Golden Ale 750mL,ER_1000003847_606,8.0,750.0,4.7,false,bottle,1,15.69,15.69,3.34
Chimay Cinq Cents Golden Ale 750mL,ER_1000003847_606,8.0,750.0,4.7,false,case,12,188.28,15.69,3.34
Chimay Premiere Amber Ale 750mL,ER_1000003847_623,7.000000000000001,750.0,4.0,false,bottle,1,14.64,14.64,3.66
Chimay Premiere Amber Ale 750mL,ER_1000003847_623,7.000000000000001,750.0,4.0,false,case,12,175.68,14.64,3.66
Frenchies Brewery Les Temps des Cerises - Cherry Red Sour Ale,ER_1000003847_BB046,7.6,557.0,3.34,false,bottle,1,30.0,30.0,8.98
Frenchies Brewery Les Temps des Cerises - Cherry Red Sour Ale,ER_1000003847_BB046,7.6,557.0,3.34,false,case,6,179.99,30.0,8.98
Frenchies Brewery La Grosse Lola Apricot Sour Ale,ER_1000003847_BB047,4.5,760.0,2.7,false,bottle,1,25.83,25.83,9.57
Frenchies Brewery La Grosse Lola Apricot Sour Ale,ER_1000003847_BB047,4.5,760.0,2.7,false,case,6,155.0,25.83,9.57
Holgate Brewhouse Australian XPA,ER_1000003939_AXPACARTONS,5.2,390.0,1.6,false,bottle,1,3.9,3.9,2.44
Holgate Brewhouse Australian XPA,ER_1000003939_AXPACARTONS,5.2,390.0,1.6,false,case,16,73.0,4.56,2.85
Holgate Brewhouse Holgate Explorer,ER_1000003939_EXPLCARTONS,4.0,380.0,1.2,false,bottle,1,2.3,2.3,1.92
Holgate Brewhouse Holgate Explorer,ER_1000003939_EXPLCARTONS,4.0,380.0,1.2,false,case,24,60.0,2.5,2.08
Red Duck Super Normal Lager,ER_1000004008_0638267979854,4.4,346.0,1.2,false,bottle,1,85.0,85.0,70.83
Red Duck Super Normal Lager,ER_1000004008_0638267979854,4.4,346.0,1.2,false,case,24,85.0,3.54,2.95
Red Duck Altitide 435 Pale Ale 330mL,ER_1000004008_PALE,4.5,330.0,1.2,false,bottle,1,3.6,3.6,3.0
Red Duck Altitide 435 Pale Ale 330mL,ER_1000004008_PALE,4.5,330.0,1.2,false,case,24,86.35,3.6,3.0
Red Duck Porter,ER_1000004008_PORTER,5.8,328.0,1.5,false,bottle,1,3.92,3.92,2.61
Red Duck Porter,ER_1000004008_PORTER,5.8,328.0,1.5,false,case,24,93.95,3.91,2.61
Killer Sprocket Pale Ale,ER_1000004080_KSPALE01,4.5,366.0,1.3,false,pack,6,29.95,4.99,3.84
Killer Sprocket Pale Ale,ER_1000004080_KSPALE01,4.5,366.0,1.3,false,case,24,89.95,3.75,2.88
Kinshachi Akamiso Lager X6 330mL,ER_1000004096_LBEE005,6.0,330.0,1.56,false,pack,6,66.0,11.0,7.05
Beer Koshihikari Rice Lager 500mL,ER_1000004096_LBEE018EA,5.0,500.0,1.98,false,bottle,1,11.0,11.0,5.56
Beer Koshihikari Rice Lager 500mL,ER_1000004096_LBEE018EA,5.0,500.0,1.98,false,case,15,122.0,8.13,4.11
Kizakura Kyoto Beer Matcha IPA 330mL,ER_1000004096_LBEE073EA,8.5,330.0,2.2,false,bottle,1,11.0,11.0,5.0
Hitachino Nest White Ale 330mL,ER_1000004096_LBEE075EA,5.5,330.0,1.4,false,pack,6,50.5,8.42,6.01
Kiuchi Shuzo Hitachino Nest Dai Dai Ale IPA 330mL,ER_1000004096_LBEE076EA,6.2,330.0,1.59,false,pack,6,46.2,7.7,4.84
Sydney Brewery Pale Ale 330mL Bottles,ER_1000004597_SYD-001,5.0,330.0,1.3,false,bottle,1,3.04,3.04,2.34
Sydney Brewery Pale Ale 330mL Bottles,ER_1000004597_SYD-001,5.0,330.0,1.3,false,case,24,73.0,3.04,2.34
Sydney Brewery Pilsner 330mL Bottles,ER_1000004597_SYD-002,5.0,330.0,1.3,false,bottle,1,3.04,3.04,2.34
Sydney Brewery Pilsner 330mL Bottles,ER_1000004597_SYD-002,5.0,330.0,1.3,false,case,24,73.0,3.04,2.34
Sydney Brewery Dark Lager 330mL Bottles,ER_1000004597_SYD-003,4.9,330.0,1.3,false,bottle,1,3.04,3.04,2.34
Sydney Brewery Dark Lager 330mL Bottles,ER_1000004597_SYD-003,4.9,330.0,1.3,false,case,24,73.0,3.04,2.34
Sydney Brewery Lager Bottles 330mL,ER_1000004597_SYD-006,4.7,330.0,1.2,false,bottle,1,3.04,3.04,2.53
Sydney Brewery Lager Bottles 330mL,ER_1000004597_SYD-006,4.7,330.0,1.2,false,case,24,73.0,3.04,2.53
Sydney Brewery Dark Lager Can 375mL,ER_1000004597_SYD001CAN,4.9,375.0,1.5,false,bottle,1,3.04,3.04,2.03
Sydney Brewery Dark Lager Can 375mL,ER_1000004597_SYD001CAN,4.9,375.0,1.5,false,case,24,73.0,3.04,2.03
Sydney Brewery Lager 375mL Cans,ER_1000004597_SYD016CAN,4.7,375.0,1.4,false,bottle,1,3.04,3.04,2.17
Sydney Brewery Lager 375mL Cans,ER_1000004597_SYD016CAN,4.7,375.0,1.4,false,case,24,72.0,3.0,2.14
Sydney Brewery Pilsner 375mL Cans,ER_1000004597_SYD020CAN,5.0,375.0,1.5,false,bottle,1,3.04,3.04,2.03
Sydney Brewery Pilsner 375mL Cans,ER_1000004597_SYD020CAN,5.0,375.0,1.5,false,case,24,73.0,3.04,2.03
Sydney Brewery Pale Ale 375ml Cans,ER_1000004597_SYD021CAN,5.0,375.0,1.5,false,bottle,1,3.04,3.04,2.03
Sydney Brewery Pale Ale 375ml Cans,ER_1000004597_SYD021CAN,5.0,375.0,1.5,false,case,24,73.0,3.04,2.03
Sydney Brewery East Coast IPA 375mL Can,ER_1000004597_SYD024CAN,7.0,375.0,2.1,false,bottle,1,3.25,3.25,1.55
Sydney Brewery East Coast IPA 375mL Can,ER_1000004597_SYD024CAN,7.0,375.0,2.1,false,case,24,78.0,3.25,1.55
Sydney Brewery Mid Strength Ale Can 375ml,ER_1000004597_SYD025CAN,3.5,375.0,1.0,false,bottle,1,2.7,2.7,2.7
Sydney Brewery Mid Strength Ale Can 375ml,ER_1000004597_SYD025CAN,3.5,375.0,1.0,false,case,24,65.0,2.71,2.71
