"name","stockcode","percentage","size","standard_drinks","special","package","package_size","total_price","unit_price","cost_per_standard"
Phillip Island Brewing Co Churchill ESB Cans 375mL,ER_2000004012_9351053000501,5.6,375.0,1.7,false,case,24,110.0,4.58,2.7
Phillip Island Brewi Chicory Stout Cans 375mL,ER_2000004012_PIBCCSCNS,5.4,375.0,1.6,false,bottle,1,110.0,110.0,68.75
Phillip Island Brewi Chicory Stout Cans 375mL,ER_2000004012_PIBCCSCNS,5.4,375.0,1.6,false,case,24,110.0,4.58,2.86
Phillip Island Brewing Co Sunset Golden Ale 375mL,ER_2000004012_PIBCGACNS,3.4,375.0,1.0,false,bottle,1,3.75,3.75,3.75
Phillip Island Brewing Co Sunset Golden Ale 375mL,ER_2000004012_PIBCGACNS,3.4,375.0,1.0,false,case,24,90.0,3.75,3.75
Phillip Island Brewing Co Shipwreck IPA 375mL,ER_2000004012_PIBCIPACNS,6.4,375.0,1.9,false,bottle,1,4.58,4.58,2.41
Phillip Island Brewing Co Shipwreck IPA 375mL,ER_2000004012_PIBCIPACNS,6.4,375.0,1.9,false,case,24,110.0,4.58,2.41
Phillip Island Brewi Koala Pale Ale Cans 375mL,ER_2000004012_PIBCKPACNS,4.8,375.0,1.4,false,bottle,1,95.0,95.0,67.86
Phillip Island Brewi Koala Pale Ale Cans 375mL,ER_2000004012_PIBCKPACNS,4.8,375.0,1.4,false,case,24,95.0,3.96,2.83
Phillip Island Brewing Co Pyramid Brown Ale 375mL Cans,ER_2000004012_PIBCPBCNS,4.8,375.0,1.4,false,bottle,1,4.58,4.58,3.27
Phillip Island Brewing Co Pyramid Brown Ale 375mL Cans,ER_2000004012_PIBCPBCNS,4.8,375.0,1.4,false,case,24,110.0,4.58,3.27
Harcourt Valley Brew Ginger Kid Ginger Beer 330mL,ER_2000004013_0616639027778,8.0,330.0,2.1,false,bottle,1,5.0,5.0,2.38
Harcourt Valley Brew Ginger Kid Ginger Beer 330mL,ER_2000004013_0616639027778,8.0,330.0,2.1,false,case,24,80.0,3.33,1.59
Harcourt Valley Brewing Co Ginger Kid 4.5% 330mL,ER_2000004013_0616639027914,4.5,330.0,1.2,false,bottle,1,5.0,5.0,4.17
Harcourt Valley Brewing Co Ginger Kid 4.5% 330mL,ER_2000004013_0616639027914,4.5,330.0,1.2,false,case,24,80.0,3.33,2.78
Valhalla Brewing Union Street Draught,ER_2000004058_VAL044,4.6,358.0,1.3,false,bottle,1,5.45,5.45,4.19
Valhalla Brewing Union Street Draught,ER_2000004058_VAL044,4.6,358.0,1.3,false,case,24,64.95,2.71,2.08
Hope Brewery Pineapple Sour,ER_2000004077_HBPINESOUR,3.7,407.0,1.19,false,bottle,1,6.0,6.0,5.04
Hope Brewery Pineapple Sour,ER_2000004077_HBPINESOUR,3.7,407.0,1.19,false,case,24,96.0,4.0,3.36
Tower Estate Apple Cider,ER_2000004077_HBTECIDER,5.0,380.0,1.5,false,bottle,1,4.5,4.5,3.0
Tower Estate Apple Cider,ER_2000004077_HBTECIDER,5.0,380.0,1.5,false,case,24,65.0,2.71,1.81
Hope Brewery Tropical Neipa,ER_2000004077_HBTROPNE,7.0,371.0,2.05,false,bottle,1,8.0,8.0,3.9
Hope Brewery Tropical Neipa,ER_2000004077_HBTROPNE,7.0,371.0,2.05,false,case,24,139.0,5.79,2.83
Buttons Brewing Sea Spray Session Ale,ER_2000004122_9357814000001,3.5,362.0,1.0,false,bottle,1,55.0,55.0,55.0
Buttons Brewing Sea Spray Session Ale,ER_2000004122_9357814000001,3.5,362.0,1.0,false,case,16,55.0,3.44,3.44
Buttons Brewing West Coast Wilderness IPA,ER_2000004122_9357814000032,6.0,380.0,1.8,false,bottle,1,68.75,68.75,38.19
Buttons Brewing West Coast Wilderness IPA,ER_2000004122_9357814000032,6.0,380.0,1.8,false,case,16,68.0,4.25,2.36
Buttons Brewing Short Street Lager,ER_2000004122_9357814000063,3.5,362.0,1.0,false,bottle,1,52.5,52.5,52.5
Buttons Brewing Short Street Lager,ER_2000004122_9357814000063,3.5,362.0,1.0,false,case,16,52.5,3.28,3.28
Buttons Brewing Hazard Pale Ale,ER_2000004122_9369998040735,5.0,380.0,1.5,false,bottle,1,62.5,62.5,41.67
Buttons Brewing Hazard Pale Ale,ER_2000004122_9369998040735,5.0,380.0,1.5,false,case,16,62.5,3.91,2.6
Buttons Brewing North-West Draught,ER_2000004122_9369998129447,4.7,377.0,1.4,false,bottle,1,58.75,58.75,41.96
Buttons Brewing North-West Draught,ER_2000004122_9369998129447,4.7,377.0,1.4,false,case,16,58.75,3.67,2.62
Buttons Brewing Clocktown Brown Ale,ER_2000004122_9369998221974,5.5,369.0,1.6,false,bottle,1,67.5,67.5,42.19
Buttons Brewing Clocktown Brown Ale,ER_2000004122_9369998221974,5.5,369.0,1.6,false,case,16,67.5,4.22,2.64
Harbin Beer Harbin Ice Beer 500mL,ER_2000004147_HBI01,3.0,500.0,1.2,false,bottle,1,4.59,4.59,3.83
Harbin Beer Harbin Ice Beer 500mL,ER_2000004147_HBI01,3.0,500.0,1.2,false,case,12,57.0,4.75,3.96
The Eleventh Order Pallidus Pale Ale 375mL x 16 Cans,ER_2000004174_PAL375ML,5.4,375.0,1.6,false,bottle,1,7.0,7.0,4.38
The Eleventh Order Pallidus Pale Ale 375mL x 16 Cans,ER_2000004174_PAL375ML,5.4,375.0,1.6,false,case,16,79.0,4.94,3.09
Kansom Abalone And Enoki Golden Ale Bottle,ER_2000004221_31,4.0,380.0,1.2,false,bottle,1,6.25,6.25,5.21
Kansom Abalone And Enoki Golden Ale Bottle,ER_2000004221_31,4.0,380.0,1.2,false,case,24,150.0,6.25,5.21
Endeavour Ten Harvests Strong Ale 640mL,ER_2000004293_THA19,8.2,640.0,4.1,false,bottle,1,49.0,49.0,11.95
Godfather Legendary Beer 500mL,ER_2000004348_8902181503344,8.0,500.0,3.2,false,bottle,1,6.99,6.99,2.18
Godfather Legendary Beer 500mL,ER_2000004348_8902181503344,8.0,500.0,3.2,false,case,24,134.99,5.62,1.76
SIX FIELDS CULT FINEST STRONG WHEAT BEER,ER_2000004348_8902181505379,6.0,507.0,2.4,false,bottle,1,8.99,8.99,3.75
SIX FIELDS CULT FINEST STRONG WHEAT BEER,ER_2000004348_8902181505379,6.0,507.0,2.4,false,case,24,134.99,5.62,2.34
NICK'S HIGH LEGENDARY PREMIUM STRONG BEER 500ML CAN,ER_2000004348_8906120613187,8.0,500.0,3.2,false,bottle,1,6.0,6.0,1.88
NICK'S HIGH LEGENDARY PREMIUM STRONG BEER 500ML CAN,ER_2000004348_8906120613187,8.0,500.0,3.2,false,case,24,110.0,4.58,1.43
Godfather Strong 330mL Bottles,ER_2000004348_896756789,6.5,330.0,1.7,false,bottle,1,7.0,7.0,4.12
Godfather Strong 330mL Bottles,ER_2000004348_896756789,6.5,330.0,1.7,false,case,24,89.99,3.75,2.21
Hawkers Beer IPA,ER_2000004401_1055-C16375,6.0,380.0,1.8,false,bottle,1,7.5,7.5,4.17
Hawkers Beer IPA,ER_2000004401_1055-C16375,6.0,380.0,1.8,false,case,16,81.0,5.06,2.81
Hawkers Beer Pilsner,ER_2000004401_1056-C16375,5.0,380.0,1.5,false,bottle,1,6.0,6.0,4.0
Hawkers Beer Pilsner,ER_2000004401_1056-C16375,5.0,380.0,1.5,false,case,16,61.0,3.81,2.54
Hawkers Beer Stout,ER_2000004401_1057-C16375,5.4,375.0,1.6,false,bottle,1,6.5,6.5,4.06
Hawkers Beer Stout,ER_2000004401_1057-C16375,5.4,375.0,1.6,false,case,16,74.0,4.63,2.89
"Hawkers Beer Into The Forest, I Go Cans 375mL",ER_2000004401_1063-C16375,4.0,375.0,1.2,false,bottle,1,6.5,6.5,5.42
"Hawkers Beer Into The Forest, I Go Cans 375mL",ER_2000004401_1063-C16375,4.0,375.0,1.2,false,case,16,74.0,4.63,3.85
Hawkers Beer Hazy IPA,ER_2000004401_1116-C16375,6.2,368.0,1.8,false,bottle,1,8.0,8.0,4.44
Hawkers Beer Hazy IPA,ER_2000004401_1116-C16375,6.2,368.0,1.8,false,case,16,92.0,5.75,3.19
Merri Creek Middy,ER_2000004401_1405-C24375,3.5,362.0,1.0,false,bottle,1,5.0,5.0,5.0
Merri Creek Middy,ER_2000004401_1405-C24375,3.5,362.0,1.0,false,case,24,59.0,2.46,2.46
Stonebarn Truffle Pale Ale 375mL,ER_2000004492_0746160782775,4.2,375.0,1.2,false,pack,4,39.96,9.99,8.33
Stonebarn Truffle Pale Ale Pack of 16,ER_2000004492_0746160782782,4.2,362.0,1.2,false,pack,16,159.98,10.0,8.33
Wilson Brewing Co. Draught,ER_2000004582_165666,4.2,362.0,1.2,false,bottle,1,19.99,19.99,16.66
Wilson Brewing Co. Draught,ER_2000004582_165666,4.2,362.0,1.2,false,case,24,61.99,2.58,2.15
Wilson Brewing Co Rough Seas Pale Ale,ER_2000004582_691818,5.8,371.0,1.7,false,bottle,1,18.49,18.49,10.88
Wilson Brewing Co Rough Seas Pale Ale,ER_2000004582_691818,5.8,371.0,1.7,false,case,16,59.99,3.75,2.21
Wilson Brewing Co. Ginger Bettys Alcoholic Beer 330mL,ER_2000004582_BETTY,3.5,330.0,0.9,false,bottle,1,19.99,19.99,22.21
Wilson Brewing Co. Ginger Bettys Alcoholic Beer 330mL,ER_2000004582_BETTY,3.5,330.0,0.9,false,case,16,65.99,4.12,4.58
Wilson Brewing Co. Siren Song Hazy IPA 375mL,ER_2000004582_SSONG,6.0,375.0,1.8,false,bottle,1,23.99,23.99,13.33
Wilson Brewing Co. Siren Song Hazy IPA 375mL,ER_2000004582_SSONG,6.0,375.0,1.8,false,case,16,74.99,4.69,2.6
Hobart Brewing Co Cream Ale Cans 375mL,ER_2000004623_HBCCREAM,4.8,375.0,1.4,false,bottle,1,6.0,6.0,4.29
Hobart Brewing Co Cream Ale Cans 375mL,ER_2000004623_HBCCREAM,4.8,375.0,1.4,false,case,16,70.0,4.38,3.13
Hobart Brewing Co Extra Pale Ale,ER_2000004623_HBCEXTRA,5.6,376.0,1.66,false,bottle,1,8.0,8.0,4.82
Hobart Brewing Co Extra Pale Ale,ER_2000004623_HBCEXTRA,5.6,376.0,1.66,false,case,16,75.0,4.69,2.82
Hobart Brewing Co Harbour Master Can 375mL,ER_2000004623_HBCHARBO,4.4,375.0,1.3,false,bottle,1,6.0,6.0,4.62
Hobart Brewing Co Harbour Master Can 375mL,ER_2000004623_HBCHARBO,4.4,375.0,1.3,false,case,16,70.0,4.38,3.37
Hobart Brewing Co Pale Ale Can 375mL,ER_2000004623_HBCPALEA,4.2,375.0,1.24,false,bottle,1,6.0,6.0,4.84
Hobart Brewing Co Pale Ale Can 375mL,ER_2000004623_HBCPALEA,4.2,375.0,1.24,false,case,16,70.0,4.38,3.53
The Mill Brewery DayDream Session Ale Cans 375mL,ER_2000004676_B744109297854,4.6,375.0,1.4,false,bottle,1,4.49,4.49,3.21
The Mill Brewery DayDream Session Ale Cans 375mL,ER_2000004676_B744109297854,4.6,375.0,1.4,false,case,24,72.99,3.04,2.17
Crispy Boi Lager,ER_2000004680_9358118000933,5.0,380.0,1.5,false,bottle,1,4.93,4.93,3.29
Crispy Boi Lager,ER_2000004680_9358118000933,5.0,380.0,1.5,false,case,16,79.0,4.94,3.29
Backyard Pale Ale,ER_2000004680_9358118000940,5.0,380.0,1.5,false,bottle,1,4.93,4.93,3.29
Backyard Pale Ale,ER_2000004680_9358118000940,5.0,380.0,1.5,false,case,16,79.0,4.94,3.29
Extra Dangerous XPA,ER_2000004680_9358118000957,5.0,380.0,1.5,false,bottle,1,4.93,4.93,3.29
Extra Dangerous XPA,ER_2000004680_9358118000957,5.0,380.0,1.5,false,case,16,79.0,4.94,3.29
Killer Raspberry Sour Ale,ER_2000004680_9358118000995,4.2,453.0,1.5,false,bottle,1,5.62,5.62,3.75
Killer Raspberry Sour Ale,ER_2000004680_9358118000995,4.2,453.0,1.5,false,case,16,90.0,5.63,3.75
Taiwan Beer Gold Medal,ER_2000004706_TWB001,5.0,329.0,1.3,false,bottle,1,2.92,2.92,2.25
Taiwan Beer Gold Medal,ER_2000004706_TWB001,5.0,329.0,1.3,false,case,24,70.0,2.92,2.24
Taiwan Beer Sweet Touch White Grape Flavour 330mL,ER_2000004706_TWB004,3.5,330.0,0.91,false,bottle,1,2.92,2.92,3.21
Taiwan Beer Sweet Touch White Grape Flavour 330mL,ER_2000004706_TWB004,3.5,330.0,0.91,false,case,24,70.0,2.92,3.21
Taiwan Beer Mango Flavour 330mL,ER_2000004706_TWB006,2.8,330.0,0.73,false,bottle,1,2.92,2.92,4.0
Taiwan Beer Mango Flavour 330mL,ER_2000004706_TWB006,2.8,330.0,0.73,false,case,24,70.0,2.92,4.0
Golden Ale,ER_2000004709_GA,4.5,366.0,1.3,false,bottle,1,92.0,92.0,70.77
Golden Ale,ER_2000004709_GA,4.5,366.0,1.3,false,case,24,92.0,3.83,2.95
Swell Brewing Co Pale Ale 375mL,ER_2000004709_PA,4.7,375.0,1.4,false,bottle,1,98.0,98.0,70.0
Swell Brewing Co Pale Ale 375mL,ER_2000004709_PA,4.7,375.0,1.4,false,case,24,98.0,4.08,2.92
Swell Brewing Co Small Swell 2.0 Mid Strength Pale Ale Can 375mL,ER_2000004709_SS,3.4,375.0,1.0,false,bottle,1,82.0,82.0,82.0
Swell Brewing Co Small Swell 2.0 Mid Strength Pale Ale Can 375mL,ER_2000004709_SS,3.4,375.0,1.0,false,case,24,82.0,3.42,3.42
Sour Puss Sour Grape 8% RTD Can 330ML,ER_2000004718_SPGRTD,8.0,330.0,2.1,false,bottle,1,7.0,7.0,3.33
Sour Puss Sour Grape 8% RTD Can 330ML,ER_2000004718_SPGRTD,8.0,330.0,2.1,false,case,24,89.0,3.71,1.77
Sour Puss Sour Watermelon 8% RTD Can 330ML,ER_2000004718_SPWMRTD,8.0,330.0,2.1,false,bottle,1,7.0,7.0,3.33
Sour Puss Sour Watermelon 8% RTD Can 330ML,ER_2000004718_SPWMRTD,8.0,330.0,2.1,false,case,24,89.0,3.71,1.77
"27 South Brewing, Parks, American Pale Ale",ER_2000004762_PARKS,5.0,380.0,1.5,false,bottle,1,80.0,80.0,53.33
"27 South Brewing, Parks, American Pale Ale",ER_2000004762_PARKS,5.0,380.0,1.5,false,case,16,80.0,5.0,3.33
"27 South Brewing Sunsets Vietnamese Lager",ER_2000004762_SUNSETS,4.0,380.0,1.2,false,bottle,1,70.0,70.0,58.33
"27 South Brewing Sunsets Vietnamese Lager",ER_2000004762_SUNSETS,4.0,380.0,1.2,false,case,16,60.0,3.75,3.13
Port Phillip Brewing Hazy IPA,ER_2000004795_PPB-HIPA-016,6.0,380.0,1.8,false,bottle,1,63.0,63.0,35.0
Port Phillip Brewing Hazy IPA,ER_2000004795_PPB-HIPA-016,6.0,380.0,1.8,false,case,16,63.0,3.94,2.19
Port Phillip Brewing IPA 375mL,ER_2000004795_PPB-IPA-016,6.0,375.0,1.78,false,bottle,1,62.0,62.0,34.83
Port Phillip Brewing IPA 375mL,ER_2000004795_PPB-IPA-016,6.0,375.0,1.78,false,case,16,62.0,3.88,2.18
Port Phillip Brewing Pale Ale 375mL,ER_2000004795_PPB-PA-016,4.6,375.0,1.4,false,bottle,1,58.0,58.0,41.43
Port Phillip Brewing Pale Ale 375mL,ER_2000004795_PPB-PA-016,4.6,375.0,1.4,false,case,16,64.0,4.0,2.86
Last Man Standing Australian Lager Full Strength Cans 375mL,ER_2000004805_LMSFULL24PACK,4.5,375.0,1.3,false,bottle,1,61.99,61.99,47.68
Last Man Standing Australian Lager Full Strength Cans 375mL,ER_2000004805_LMSFULL24PACK,4.5,375.0,1.3,false,case,24,61.99,2.58,1.99
Last Man Standing Australian Lager Mid Strength Can 375mL,ER_2000004805_LMSMID24PACK,3.5,375.0,1.0,false,bottle,1,58.99,58.99,58.99
Last Man Standing Australian Lager Mid Strength Can 375mL,ER_2000004805_LMSMID24PACK,3.5,375.0,1.0,false,case,24,58.99,2.46,2.46
Bailey Brewing Co. Apple Cider 375mL,ER_2000004825_BBCAC,4.8,375.0,1.4,false,bottle,1,85.0,85.0,60.71
Bailey Brewing Co. Apple Cider 375mL,ER_2000004825_BBCAC,4.8,375.0,1.4,false,case,24,85.0,3.54,2.53
Bailey Brewing Co. Draught,ER_2000004825_BBCD,4.8,396.0,1.5,false,bottle,1,78.0,78.0,52.0
Bailey Brewing Co. Draught,ER_2000004825_BBCD,4.8,396.0,1.5,false,case,24,78.0,3.25,2.17
Bailey Brewing Co. Hazy IPA,ER_2000004825_BBCHIPA,6.2,368.0,1.8,false,bottle,1,85.0,85.0,47.22
Bailey Brewing Co. Hazy IPA,ER_2000004825_BBCHIPA,6.2,368.0,1.8,false,case,24,85.0,3.54,1.97
Mid,ER_2000004825_BBCM,3.5,434.0,1.2,false,pack,6,23.0,3.83,3.19
Mid,ER_2000004825_BBCM,3.5,434.0,1.2,false,case,24,75.0,3.13,2.6
Bailey Brewing Co. Pale Ale 375mL,ER_2000004825_BBCPA,5.2,375.0,1.5,false,bottle,1,83.0,83.0,55.33
Bailey Brewing Co. Pale Ale 375mL,ER_2000004825_BBCPA,5.2,375.0,1.5,false,case,24,83.0,3.46,2.31
Exclusive 8 pack + 2 x Middy glasses,ER_2000004825_BBCPROMO,6.2,409.0,2.0,false,bottle,1,69.0,69.0,34.5
Bailey Brewing Co. Red Ale 375mL,ER_2000004825_BBCRA,5.8,375.0,1.7,false,bottle,1,83.0,83.0,48.82
Bailey Brewing Co. Red Ale 375mL,ER_2000004825_BBCRA,5.8,375.0,1.7,false,case,24,83.0,3.46,2.03
Bailey Brewing Co. Summer Ale 375mL,ER_2000004825_BBCSA,4.8,375.0,1.4,false,bottle,1,78.0,78.0,55.71
Bailey Brewing Co. Summer Ale 375mL,ER_2000004825_BBCSA,4.8,375.0,1.4,false,case,24,78.0,3.25,2.32
Rocky Ridge Brewing Co Ace IPA 375mL,ER_2000004861_ROCKACE68016375001,6.8,375.0,2.0,false,bottle,1,7.0,7.0,3.5
Rocky Ridge Brewing Co Ace IPA 375mL,ER_2000004861_ROCKACE68016375001,6.8,375.0,2.0,false,case,16,74.0,4.63,2.31
Rocky Ridge Brewing Co Rock Candy Fruit Sour 5.5% 375mL,ER_2000004861_ROCKCAND55016375001,5.5,375.0,1.6,false,bottle,1,7.0,7.0,4.38
Rocky Ridge Brewing Co Rock Candy Fruit Sour 5.5% 375mL,ER_2000004861_ROCKCAND55016375001,5.5,375.0,1.6,false,case,16,70.0,4.38,2.73
Rocky Ridge Brewing Co. Session IPL 375mL,ER_2000004861_ROCKIPL34016375001,3.4,375.0,0.9,false,bottle,1,5.0,5.0,5.56
Rocky Ridge Brewing Co. Session IPL 375mL,ER_2000004861_ROCKIPL34016375001,3.4,375.0,0.9,false,case,16,54.0,3.38,3.75
Rocky Ridge Brewing Co. Jindong Juicy Hazy Pale Ale 375mL,ER_2000004861_ROCKJIJU50016375001,5.0,375.0,1.5,false,bottle,1,6.0,6.0,4.0
Rocky Ridge Brewing Co. Jindong Juicy Hazy Pale Ale 375mL,ER_2000004861_ROCKJIJU50016375001,5.0,375.0,1.5,false,case,16,64.0,4.0,2.67
Rocky Ridge Brewing Co. Pilsner 375mL,ER_2000004861_ROCKPILS45016375001,4.5,375.0,1.3,false,bottle,1,5.5,5.5,4.23
Rocky Ridge Brewing Co. Pilsner 375mL,ER_2000004861_ROCKPILS45016375001,4.5,375.0,1.3,false,case,16,57.0,3.56,2.74
Beijing Gose Modern 330mL,ER_2000004911_NBEERGOSE,4.0,330.0,1.0,false,pack,12,68.0,5.67,5.67
Beijing Gose Modern 330mL,ER_2000004911_NBEERGOSE,4.0,330.0,1.0,false,case,24,125.0,5.21,5.21
Barahsinghe Pale Ale Beer,ER_2000004940_002,5.5,230.0,1.0,false,bottle,1,3.12,3.12,3.12
Barahsinghe Pale Ale Beer,ER_2000004940_002,5.5,230.0,1.0,false,case,24,75.0,3.13,3.13
Barahsinghe Barahsinghe Hazy IPA,ER_2000004940_003,5.5,230.0,1.0,false,bottle,1,3.33,3.33,3.33
Barahsinghe Barahsinghe Hazy IPA,ER_2000004940_003,5.5,230.0,1.0,false,case,24,80.0,3.33,3.33
CG Nepal Ice Premium Lagar Beer,ER_2000004940_008,5.0,530.0,2.09,false,bottle,1,3.12,3.12,1.49
CG Nepal Ice Premium Lagar Beer,ER_2000004940_008,5.0,530.0,2.09,false,case,24,75.0,3.13,1.5
Barahsinghe Beer,ER_2000004940_BEER07,8.0,236.0,1.49,false,bottle,1,3.96,3.96,2.66
Barahsinghe Beer,ER_2000004940_BEER07,8.0,236.0,1.49,false,case,24,95.0,3.96,2.66
Gorkha Beer,ER_2000004940_BEERO5,5.0,355.0,1.4,false,bottle,1,3.54,3.54,2.53
Gorkha Beer,ER_2000004940_BEERO5,5.0,355.0,1.4,false,case,24,85.0,3.54,2.53
Lakhey XPA,ER_2000004954_YETI004,5.5,369.0,1.6,false,bottle,1,75.0,75.0,46.88
Lakhey XPA,ER_2000004954_YETI004,5.5,369.0,1.6,false,case,16,75.0,4.69,2.93
Mr Little Cider Ginge Beer,ER_2000004976_MLCGB,8.0,317.0,2.0,false,bottle,1,92.99,92.99,46.5
Mr Little Cider Ginge Beer,ER_2000004976_MLCGB,8.0,317.0,2.0,false,case,24,92.99,3.87,1.94
BARONS BREWING BLACK WATTLE ALE CARTON 16X355ML,ER_2000004979_BBBWC,5.2,355.0,1.5,false,bottle,1,95.0,95.0,63.33
BARONS BREWING BLACK WATTLE ALE CARTON 16X355ML,ER_2000004979_BBBWC,5.2,355.0,1.5,false,case,16,95.0,5.94,3.96
Barons Brewing LAGER 16 x 355ml,ER_2000004979_BBLGC,4.5,355.0,1.3,false,bottle,1,95.0,95.0,73.08
Barons Brewing LAGER 16 x 355ml,ER_2000004979_BBLGC,4.5,355.0,1.3,false,case,16,95.0,5.94,4.57
Barons Brewing Lemon Myrtle Witbier 16 x 355ml,ER_2000004979_BBLMC,4.5,355.0,1.3,false,bottle,1,95.0,95.0,73.08
Barons Brewing Lemon Myrtle Witbier 16 x 355ml,ER_2000004979_BBLMC,4.5,355.0,1.3,false,case,16,95.0,5.94,4.57
Barons Brewing Pale Ale 16 x 355ml,ER_2000004979_BBPAC,4.6,355.0,1.3,false,bottle,1,95.0,95.0,73.08
Barons Brewing Pale Ale 16 x 355ml,ER_2000004979_BBPAC,4.6,355.0,1.3,false,case,16,95.0,5.94,4.57
ShaZiKou Premium Light 500mL,ER_2000005054_LT002,3.3,500.0,1.3,false,bottle,1,4.24,4.24,3.26
ShaZiKou Premium Light 500mL,ER_2000005054_LT002,3.3,500.0,1.3,true,case,12,33.0,2.75,2.12
ShaZiKou Premium Light 500mL,ER_2000005054_LT002,3.3,500.0,1.3,false,case,12,36.0,3.0,2.31
Craft Beer 980mL,ER_2000005054_LT003,4.7,980.0,3.6,false,bottle,1,22.5,22.5,6.25
Craft Beer 980mL,ER_2000005054_LT003,4.7,980.0,3.6,false,case,12,264.0,22.0,6.11
QINGDAO LAOTE QINGDAO LAOTE BEER,ER_2000005054_LT024,4.0,380.0,1.2,false,bottle,1,38.0,38.0,31.67
QINGDAO LAOTE QINGDAO LAOTE BEER,ER_2000005054_LT024,4.0,380.0,1.2,false,case,12,38.0,3.17,2.64
Saburomaru Distillery Smoky Highball (ALC.9%),ER_2000005066_SA009,9.0,352.0,2.5,false,bottle,1,15.5,15.5,6.2
Saburomaru Distillery Smoky Highball (ALC.9%),ER_2000005066_SA009,9.0,352.0,2.5,false,case,24,310.0,12.92,5.17
THE CRAFT BEER COTTAGE THE CRAFT BEER MIXED 24 PACK,ER_2000005067_CRAFTMIXLARGE,6.8,466.0,2.5,false,pack,24,159.0,6.63,2.65
"THE CRAFT BEER COTTAGE, THE CRAFT BEERS ENTERTAINER PACK MIXED 24",ER_2000005067_ENTERTAINER,7.0,453.0,2.5,false,pack,24,144.9,6.04,2.42
"THE CRAFT BEER COTTAGE, THE CRAFT BEER MIXED PACK- MIXED 6",ER_2000005067_GIFTSIX,9.0,422.0,3.0,false,pack,6,65.0,10.83,3.61
THE CRAFT BEER COTTAGE THE PALE ALE MIXED 12 PACK,ER_2000005067_PALEALE,6.8,466.0,2.5,false,pack,12,80.0,6.67,2.67
Spy Angel Kiss Sakura White Peach,ER_2000005099_8850382101114,4.0,443.0,1.4,false,bottle,1,99.0,99.0,70.71
Spy Angel Kiss Sakura White Peach,ER_2000005099_8850382101114,4.0,443.0,1.4,false,case,24,99.0,4.13,2.95
Singha Beer (CAN),ER_2000005099_8850999113005,5.0,355.0,1.4,false,bottle,1,76.0,76.0,54.29
Singha Beer (CAN),ER_2000005099_8850999113005,5.0,355.0,1.4,false,case,24,76.0,3.17,2.26
"Aw yeah All-Dayer, Pale x Lager, 375ml, 24pk",ER_2000005102_AYAD001,4.2,375.0,1.2,false,bottle,1,70.0,70.0,58.33
"Aw yeah All-Dayer, Pale x Lager, 375ml, 24pk",ER_2000005102_AYAD001,4.2,375.0,1.2,false,case,24,70.0,2.92,2.43
Slab God Coastal Ale 375mL,ER_2000005149_SGA-035,3.5,375.0,1.0,false,bottle,1,63.0,63.0,63.0
Slab God Coastal Ale 375mL,ER_2000005149_SGA-035,3.5,375.0,1.0,false,case,16,63.0,3.94,3.94
Lager Can 375mL,ER_2000005149_SGL-042,4.2,375.0,1.2,false,bottle,1,4.06,4.06,3.38
Lager Can 375mL,ER_2000005149_SGL-042,4.2,375.0,1.2,false,case,16,65.0,4.06,3.39
Golden Tears,ER_2000005158_9369900030601,5.0,375.0,1.48,false,pack,16,60.0,3.75,2.53
The Mountain Range,ER_2000005163_CORE,6.2,343.0,1.68,false,bottle,1,89.99,89.99,53.57
The Mountain Range,ER_2000005163_CORE,6.2,343.0,1.68,false,case,16,89.99,5.62,3.35
Moon Dust Stout 355mL,ER_2000005163_MOON,5.6,355.0,1.6,false,pack,4,28.99,7.25,4.53
Moon Dust Stout 355mL,ER_2000005163_MOON,5.6,355.0,1.6,false,case,16,79.99,5.0,3.12
American Pale Ale 355mL,ER_2000005163_PALE,5.0,355.0,1.4,false,pack,4,24.99,6.25,4.46
American Pale Ale 355mL,ER_2000005163_PALE,5.0,355.0,1.4,false,case,16,69.99,4.37,3.12
Back To Cali,ER_2000005163_XBTC,7.6,500.0,3.0,false,pack,4,47.99,12.0,4.0
Back To Cali,ER_2000005163_XBTC,7.6,500.0,3.0,false,case,16,174.99,10.94,3.65
Beached As XPA,ER_2000005169_BEACH16,5.0,380.0,1.5,false,bottle,1,7.0,7.0,4.67
Beached As XPA,ER_2000005169_BEACH16,5.0,380.0,1.5,false,case,16,69.0,4.31,2.88
King Tide Brewing - Blues and Roots Ginger Beer,ER_2000005169_BLUES16,3.5,362.0,1.0,false,bottle,1,7.0,7.0,7.0
King Tide Brewing - Blues and Roots Ginger Beer,ER_2000005169_BLUES16,3.5,362.0,1.0,false,case,16,69.0,4.31,4.31
Coffs Coast Pale Ale,ER_2000005169_COCO16,5.2,365.0,1.5,false,bottle,1,8.0,8.0,5.33
Coffs Coast Pale Ale,ER_2000005169_COCO16,5.2,365.0,1.5,false,case,16,74.0,4.63,3.08
Studio Lane Crispy Lager,ER_2000005169_STUDIO16,3.8,367.0,1.1,false,bottle,1,7.0,7.0,6.36
Studio Lane Crispy Lager,ER_2000005169_STUDIO16,3.8,367.0,1.1,false,case,16,60.0,3.75,3.41
Eden Brewery Birch Wit 4x4 375ml,ER_2000005191_EB-BW-002,5.5,375.0,1.6,false,bottle,1,63.99,63.99,39.99
Eden Brewery Birch Wit 4x4 375ml,ER_2000005191_EB-BW-002,5.5,375.0,1.6,false,case,16,63.99,4.0,2.5
